注意事项,#genre#
上热搜了,https://txmov2.a.kwimgs.com/bs3/video-hls/5218546160712087184hlshd15.m3u8
对视50秒,https://txmov2.a.kwimgs.com/bs3/video-hls/5235716135733341492hlshd15.m3u8
马上到,https://txmov2.a.kwimgs.com/bs3/video-hls/5256545284169620183hlshd15.m3u8
初见照相馆,https://txmov2.a.kwimgs.com/bs3/video-hls/5234590236352772529hlshd15.m3u8
恋爱保险,https://txmov2.a.kwimgs.com/bs3/video-hls/5196591116322611782hlsb.m3u8
同学会,https://vd3.bdstatic.com/mda-ph4fwpc174w60zvg/360p/h264/1691234295970938202/mda-ph4fwpc174w60zvg.mp4
同学会,https://txmov2.a.kwimgs.com/bs3/video-hls/5227553308164378988hlshd15.m3u8
街头卫士,https://txmov2.a.kwimgs.com/bs3/video-hls/5226708889618362322hlshd15.m3u8
开往春天的幸福,https://txmov2.a.kwimgs.com/bs3/video-hls/5241064162376216322hlsb.m3u8
开往春天的幸福,https://vd4.bdstatic.com/mda-ph4ed0f1mg21dbra/720p/h264/1691230284848984877/mda-ph4ed0f1mg21dbra.mp4
你摊上事了,https://vd2.bdstatic.com/mda-ph7encbycui2jsz1/360p/h264/1691490426342582737/mda-ph7encbycui2jsz1.mp4
演戏给你看,https://txmov2.a.kwimgs.com/bs3/video-hls/5201376192625816947hlsb.m3u8
父与子,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257492751370032hlsb.m3u8
还不还,https://txmov2.a.kwimgs.com/bs3/video-hls/5203065042375807425hlsb.m3u8
暖冬,https://txmov2.a.kwimgs.com/bs3/video-hls/5245849238305767635hlsb.m3u8
演戏给你看,https://txmov2.a.kwimgs.com/bs3/video-hls/5201376192625816947hlshd15.m3u8
演戏给你看,https://vd2.bdstatic.com/mda-ph4ef5pq5eb7q700/360p/h264/1691230544278970198/mda-ph4ef5pq5eb7q700.mp4
爱情不外卖-宋小宝,https://vd3.bdstatic.com/mda-qdi22ybfwyy1q4hg/576p/h264/1713490457499046386/mda-qdi22ybfwyy1q4hg.mp4
爱在路上-贾冰,https://vd3.bdstatic.com/mda-qa28zq0kgb5ue4sf/hd/caeh264/1704267082982713296/mda-qa28zq0kgb5ue4sf.mp4
爱之初体验-乔杉,https://vdse.bdstatic.com//b793bb2a10d6bd46c5164a2f3a0d0d22.mp4
八十一难-刘旸王建华等,https://vd3.bdstatic.com/mda-qg4acfi7iy1skx9w/sc/caeh264/1720172160849718699/mda-qg4acfi7iy1skx9w.mp4
八两银子之送匾-许君聪,https://vd3.bdstatic.com/mda-qdm1ctu36qxqemms/hd/caeh264/1713751341246024196/mda-qdm1ctu36qxqemms.mp4
八两银子之送缸-许君聪,https://vdse.bdstatic.com//750ad65e8d89eee5e6394447883560fe.mp4
八两银子之送画-许君聪,https://vd3.bdstatic.com/mda-mkq3znpa6v59xqd2/hd/caeh264nowatermark/1637809763510687007/mda-mkq3znpa6v59xqd2.mp4
八两银子之送书-许君聪,https://vd3.bdstatic.com/mda-qb885h2y0488pfbr/hd/caeh264/1707562817579740475/mda-qb885h2y0488pfbr.mp4
八两银子之送宝剑-许君聪,https://vd3.bdstatic.com/mda-nmrgdjg2tk02jgcq/sc/caeh264/1672055221049190724/mda-nmrgdjg2tk02jgcq.mp4
八两银子之送衣服-许君聪,https://vd3.bdstatic.com/mda-qeaa4x8e4pxhx641/hd/caeh264/1715412463575001970/mda-qeaa4x8e4pxhx641.mp4
爸爸父亲爹-魏三,https://vd3.bdstatic.com/mda-pikbkbf06jr3sq4b/720p/h264/1695284041264505260/mda-pikbkbf06jr3sq4b.mp4
耙耳朵-张德高,https://vdse.bdstatic.com//73e623d869f5d89a61c98411e1595351.mp4
耙耳朵新篇-张德高,https://vd3.bdstatic.com/mda-ja4hcrdqyi829ygq/hd/mda-ja4hcrdqyi829ygq.mp4
拜年-赵本山,https://vdse.bdstatic.com//7bc2eaa6e9842f637f3aa731dca95e47.mp4
拜师-文松,https://vd3.bdstatic.com/mda-pj72tk9fnps3nzvx/sc/caeh264/1696847030627499160/mda-pj72tk9fnps3nzvx.mp4
逼供-乔杉修睿,https://vd3.bdstatic.com/mda-qdkguams0k4f3tr7/hd/caeh264/1713700936346014018/mda-qdkguams0k4f3tr7.mp4
表白-宋小宝,https://vd3.bdstatic.com/mda-pjrcbnb5dqxwi590/sc/caeh264/1698439209184452611/mda-pjrcbnb5dqxwi590.mp4
不差钱-赵本山小沈阳,https://vd3.bdstatic.com/mda-pavi8pxnu49n4gr5/720p/h264/1675083373740839471/mda-pavi8pxnu49n4gr5.mp4
策划-赵本山宋丹丹,https://vd3.bdstatic.com/mda-pk3j6mty1qzq91rt/hd/caeh264/1699114496281264990/mda-pk3j6mty1qzq91rt.mp4
插翅难逃之探监-崔志佳,https://vdse.bdstatic.com//3340f96c8af7b2beb7b15d3930aed806.mp4
插翅难逃之西洋暗器-崔志佳,https://vd3.bdstatic.com/mda-nch94wg9q1na4pkv/sc/caeh264delogo/1647586610890710670/mda-nch94wg9q1na4pkv.mp4
超级大明星-小沈阳,https://vdse.bdstatic.com//e9db1ac3c614e0f2b05c30656c20a16b.mp4
超级神探-潘斌龙崔志佳,https://vd3.bdstatic.com/mda-phwhkedmdhwciy9y/sc/caeh264/1693523709906399063/mda-phwhkedmdhwciy9y.mp4
车站奇遇-蔡明潘长江,https://vd3.bdstatic.com/mda-qawkdqae4p8cf3ch/sc/caeh264/1706796688379722525/mda-qawkdqae4p8cf3ch.mp4
吃面-宋小宝,https://vd3.bdstatic.com/mda-pjjb2sz1k5mt9mdt/sc/caeh264/1697847388902763799/mda-pjjb2sz1k5mt9mdt.mp4
吃面条-陈佩斯朱时茂,https://vdse.bdstatic.com//19622bd68fc384bfbc19ce18cc1690b5.mp4
吃面条-乔杉修睿,https://vd3.bdstatic.com/mda-qe61ugedwph6s2a3/hd/caeh264/1715064353019743134/mda-qe61ugedwph6s2a3.mp4
赤壁-艾伦魏翔柳岩,https://vd3.bdstatic.com/mda-pjcjn21d0hmzifu7/sc/caeh264/1697247683328112619/mda-pjcjn21d0hmzifu7.mp4
聪明的小明-贾旭明张康,https://vd3.bdstatic.com/mda-pjq9i7q9jtk1xihv/sc/caeh264/1698297243158263907/mda-pjq9i7q9jtk1xihv.mp4
聪明丈夫-黄宏,https://vd3.bdstatic.com/mda-ka8fdjhs6iihkz16/v1-cae/hd/mda-ka8fdjhs6iihkz16.mp4
打工奇遇-赵丽蓉巩汉林,https://vdse.bdstatic.com//867790e13a90309cd1b88b05a08fd6a7.mp4
打劫-宋小宝程野,https://vdse.bdstatic.com//a9d07519513c0cccde393073cf76b15f.mp4
大城小事-王宁艾伦常远,https://vd3.bdstatic.com/mda-pmr9xw0cpsj4kaap/caeh264/1703596182082567530/mda-pmr9xw0cpsj4kaap.mp4
屌丝-大鹏柳岩,https://vdse.bdstatic.com//8ee4f3b8b9057008303509a8c3ac0ac8.mp4
屌丝2-大鹏柳岩,https://vdse.bdstatic.com//e7fb049418639f517127f3ade38e3036.mp4
堵车你开心吗,https://vd3.bdstatic.com/mda-qamequnh4yu617yq/576p/h264/1705920913159175563/mda-qamequnh4yu617yq.mp4
对象相对象-田娃,https://vd3.bdstatic.com/mda-pihku1q5nv859fdw/sc/caeh264/1695117159935295857/mda-pihku1q5nv859fdw.mp4
发红包-贾冰沙溢,https://vd3.bdstatic.com/mda-pjjb2szh0n4neqkn/sc/caeh264/1697844560163307160/mda-pjjb2szh0n4neqkn.mp4
返乡-冯巩,https://vd3.bdstatic.com/mda-qe61hc8r07903h0y/hd/caeh264/1715062959363359020/mda-qe61hc8r07903h0y.mp4
饭局-崔大笨,https://vd3.bdstatic.com/mda-qath2i3w9zir4y0c/hd/caeh264/1706449702568209513/mda-qath2i3w9zir4y0c.mp4
方清平倪萍,http://uptt.gcwduoduo.com/v/191017/e72c99b584c26337138c62db14ca22f8.mp4
飞天梦-潘长江,https://vd3.bdstatic.com/mda-phi48ipauh8fu3hz/hd/caeh264/1692428453329925015/mda-phi48ipauh8fu3hz.mp4
非诚不找-宋晓峰文松,https://vd3.bdstatic.com/mda-phwcjzu6h6850kxz/sc/caeh264/1694050660601397503/mda-phwcjzu6h6850kxz.mp4
非诚来扰-宋小宝,https://vd3.bdstatic.com/mda-qa5d3y5262ya53bx/sc/caeh264/1704694121730939759/mda-qa5d3y5262ya53bx.mp4
非诚勿扰-许君聪,https://vdse.bdstatic.com//779eec16c16e056ff59a696f4672196f.mp4
翡翠西瓜-文松杨树林,https://vd3.bdstatic.com/mda-pmwbd6i27e5tkgr2/sc/caeh264/1704018772026715780/mda-pmwbd6i27e5tkgr2.mp4
疯狂炒作团-程野,https://vd3.bdstatic.com/mda-miubn40zps8xuutu/hd/caeh264nowatermark/1632904102877646564/mda-miubn40zps8xuutu.mp4
疯狂的年糕-张小伟,https://vd3.bdstatic.com/mda-mbhjajaqpzjw82iz/caeh264nowatermark/1613630447/mda-mbhjajaqpzjw82iz.mp4
疯狂粉丝团-程野,https://vd3.bdstatic.com/mda-qec1huz7j89mqz7g/hd/caeh264/1715587003695323458/mda-qec1huz7j89mqz7g.mp4
疯狂假币-张小伟,https://vd3.bdstatic.com/mda-qb84g637ckii75tk/hd/caeh264/1707448703626078040/mda-qb84g637ckii75tk.mp4
疯狂鉴宝团-程野,https://vd3.bdstatic.com/mda-pdhbv35rc093pm4i/576p/h264/1681807215871903151/mda-pdhbv35rc093pm4i.mp4
疯狂旅游团-程野,https://vd3.bdstatic.com/mda-phsaehkrypkt521d/720p/h264/1693121808515714564/mda-phsaehkrypkt521d.mp4
疯狂造假团-程野,https://vd3.bdstatic.com/mda-mk4ar2n455y80d42/hd/caeh264nowatermark/1636099218435406502/mda-mk4ar2n455y80d42.mp4
扶不扶-沈腾,https://vd3.bdstatic.com/mda-jaqyuyv3cx5wag5t/sc/mda-jaqyuyv3cx5wag5t.mp4
父与子-贾冰,https://vd3.bdstatic.com/mda-qavd8ukdy38gh0ti/hd/caeh264/1706607484539937796/mda-qavd8ukdy38gh0ti.mp4
干杯吧爸爸-潘斌龙韩雪,https://vdse.bdstatic.com//4c9888933a9b3a0b92764a363be81356.mp4
哥俩好-常远宋阳,https://vdse.bdstatic.com//c71d262097bdcaf64ba452eb14cfbb9b.mp4
跟着媳妇当保姆-冯巩朱军,http://uptt.gcwduoduo.com/v/181110/0650ed5311b8750b7aa48e8c2a441b7c.mp4
公交车上-刘小光田娃,https://vd3.bdstatic.com/mda-nbqaqte613k0rr46/576p/caeh264/1652569874030248714/mda-nbqaqte613k0rr46.mp4
公主的幸福生活之好日子到头了-贾玲,https://vd3.bdstatic.com/mda-qbuecu8x7994qhjp/sc/caeh264/1709202301738782376/mda-qbuecu8x7994qhjp.mp4
功夫-赵本山范伟,http://uptt.gcwduoduo.com/v/181110/3542142ad92cdadc07142bd64b106500.mp4
广告双子星-肖旭肥龙,https://vd3.bdstatic.com/mda-pj6ey3qx92zkntjf/sc/caeh264/1696887137626504136/mda-pj6ey3qx92zkntjf.mp4
过河-潘长江,http://uptt.gcwduoduo.com/v/190528/21f13ec36f07ebbf366659673712e667.mp4
好尴尬-潘斌龙,https://vd3.bdstatic.com/mda-phwck019wwbsk503/sc/caeh264/1694638884819029968/mda-phwck019wwbsk503.mp4
好尴尬之吸血鬼日记-潘斌龙,https://vd3.bdstatic.com/mda-pjacxaqabidmyaup/sc/caeh264/1697039342385285184/mda-pjacxaqabidmyaup.mp4
好久不见-刘亮白鸽,https://vd3.bdstatic.com/mda-mb1qmedu5zw48skr/v1-cae/hd/mda-mb1qmedu5zw48skr.mp4
虎口遐想1-姜昆,https://vd3.bdstatic.com/mda-ngk9ceyz1dxj2e0q/hd/caeh264/1658399933939920696/mda-ngk9ceyz1dxj2e0q.mp4
虎口遐想2-姜昆,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4
花盆-黄宏,http://uptt.gcwduoduo.com/v/181110/4e1175ce7f85e0eb9edb836c67a580f1.mp4
华府招亲-宋晓峰程野,https://vd3.bdstatic.com/mda-qaq8rpne4zdj1y6i/hd/caeh264/1706241051829414854/mda-qaq8rpne4zdj1y6i.mp4
怀孕-乔杉修睿,https://vdse.bdstatic.com//86cf78ae4cfadc9dac585a70b2587808.mp4
黄师傅-沙溢,https://vd3.bdstatic.com/mda-pj8c6tjud36zznfh/sc/caeh264/1696898736769689180/mda-pj8c6tjud36zznfh.mp4
回家-宋小宝,https://vd3.bdstatic.com//mda-pjpave8ceiq2b12x/360p/h264/1698133283249504866/mda-pjpave8ceiq2b12x.mp4
魂斗罗-陈赫,https://vd3.bdstatic.com/mda-pf0d584226si28rt/sc/caeh264/1685645342091071520/mda-pf0d584226si28rt.mp4
火炬手-赵本山,https://vd3.bdstatic.com/mda-qbtjetv9z1v342v5/hd/caeh264/1709260078003965471/mda-qbtjetv9z1v342v5.mp4
互联网体检-蒋诗萌,https://vd3.bdstatic.com/mda-pg08vb4i5g7bj11t/576p/h264/1688192203187937174/mda-pg08vb4i5g7bj11t.mp4
家的谎言-崔志佳潘斌龙,https://vdse.bdstatic.com//b3cf553fb10967aaccf34e03df7d08d1.mp4
甲方乙方-贾冰,https://vd3.bdstatic.com/mda-jkadz777npsidgpe/sc/mda-jkadz777npsidgpe.mp4
贾总的烦恼-贾冰,https://vd3.bdstatic.com/mda-ni1kf5278dbs4g3i/sc/caeh264/1662130042055370233/mda-ni1kf5278dbs4g3i.mp4
贾总的演讲-贾冰,https://vdse.bdstatic.com//6496fc20b5d70fe3f06a0c5e634d7376.mp4
假如爱有来生-蒋欣常远,https://vdse.bdstatic.com//603b7d39a7d39a7eb05f782ff247b3b7.mp4
假如爱有天意-蒋欣常远,https://vd3.bdstatic.com/mda-qdu2cgty91xbrm1q/hd/caeh264/1714356460218983288/mda-qdu2cgty91xbrm1q.mp4
假戏真做-宋小宝沈梦辰,https://vd3.bdstatic.com/mda-phsaehp5ixg3t3g0/sc/caeh264/1693256420047775107/mda-phsaehp5ixg3t3g0.mp4
江湖恩仇录-潘斌龙,https://vd3.bdstatic.com/mda-pjcjn1tx2fd528s2/sc/caeh264/1697247774035506230/mda-pjcjn1tx2fd528s2.mp4
焦点2+2-贾旭明张康,https://vd3.bdstatic.com/mda-qa2d887gefqx0wr4/sc/caeh264/1704314618496370638/mda-qa2d887gefqx0wr4.mp4
街头卫士-句号,https://vd3.bdstatic.com/mda-qe926b08ye1vajud/576p/h264/1715305055403871645/mda-qe926b08ye1vajud.mp4
劫法场-沙溢,https://vd3.bdstatic.com/mda-pj6e4gx0gax10thx/sc/caeh264/1696692719991587344/mda-pj6e4gx0gax10thx.mp4
姐夫与小舅子-陈佩斯朱时茂,https://vdse.bdstatic.com//ea09456ca8ef9b179565ea954773e7e0.mp4
今儿倍儿爽-冯巩贾旭明,https://vd3.bdstatic.com/mda-qaqdzhd46jsyine1/caeh264/1706256490190003880/mda-qaqdzhd46jsyine1.mp4
今天的幸福-沈腾艾伦,https://vd3.bdstatic.com/mda-qee220pnyaexhgt0/576p/h264/1715736891213000692/mda-qee220pnyaexhgt0.mp4
今天的幸福2-沈腾马丽,https://vd3.bdstatic.com/mda-qdebdxy375jmhrkf/hd/caeh264/1713261940916608150/mda-qdebdxy375jmhrkf.mp4
荆轲刺秦-黄宏沙溢邵峰,https://vd3.bdstatic.com/mda-jarfjv4vx5rkzn1u/mda-jarfjv4vx5rkzn1u.mp4
惊喜年夜饭-宋小宝薛佳凝,https://vdse.bdstatic.com//e82903f9c69907e436b727321e82b5c8.mp4
警察与小偷-陈佩斯,https://vd3.bdstatic.com/mda-pd32a124bcz2nukd/576p/h264/1680572316372297141/mda-pd32a124bcz2nukd.mp4
囧途航班-宋小宝贾冰,http://uptt.gcwduoduo.com/v/220621/104253a1c26665b46e7b976e2dacf708.mp4
九儿-贾玲陈赫许君聪,https://vd3.bdstatic.com/mda-paf9fc57gug7151b/576p/h264/1673851484451337705/mda-paf9fc57gug7151b.mp4
旧曲新歌-冯巩郭冬临,https://vd3.bdstatic.com/mda-qe91ueh7g3xf4iwj/hd/caeh264/1715334206233421824/mda-qe91ueh7g3xf4iwj.mp4
就差钱-赵本山,https://vd3.bdstatic.com/mda-pe88dd94mqtwvswc/hd/caeh264/1683660151332694377/mda-pe88dd94mqtwvswc.mp4
捐助-赵本山,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4
决战元宵夜-宋晓峰,https://vd3.bdstatic.com/mda-pijei4tdebp7ddd2/sc/caeh264/1696417703069907523/mda-pijei4tdebp7ddd2.mp4
看病-宋小宝,https://vdse.bdstatic.com//e15d4c14eb11f1e7dd8bf55fdae721be.mp4
烤串-宋小宝,https://vd3.bdstatic.com/mda-pj7e225zuig2w5jm/sc/caeh264/1696809230955715635/mda-pj7e225zuig2w5jm.mp4
快乐其实很简单-孙涛闫妮,https://vd3.bdstatic.com/mda-pigkr72v8crpjxxj/sc/caeh264/1695246535846469304/mda-pigkr72v8crpjxxj.mp4
来了老妹儿-宋晓峰,https://vd3.bdstatic.com/mda-pg93vg7y24ux3mgg/sc/caeh264/1688975729604298346/mda-pg93vg7y24ux3mgg.mp4
老舅和外甥-崔志佳潘斌龙,https://vdse.bdstatic.com//859df70a693f9dd2fc948bbfaaab96fa.mp4
老舅与外甥2-崔志佳潘斌龙,https://vd3.bdstatic.com/mda-qcs8hpbxa81xuy95/576p/h264/1711520200897304135/mda-qcs8hpbxa81xuy95.mp4
老王卖瓜-王小利,https://vd3.bdstatic.com/mda-qdc34feegp0uqrq1/hd/caeh264/1713173143393888032/mda-qdc34feegp0uqrq1.mp4
老友记-寇振海,https://vd3.bdstatic.com/mda-phwhkemd0krpmeu6/sc/caeh264/1693523618619638193/mda-phwhkemd0krpmeu6.mp4
老有所痒-许君聪,https://vd3.bdstatic.com/mda-jc4fgcq4fdic5266/sc/mda-jc4fgcq4fdic5266.mp4
冷风吹心头-马苏潘斌龙,https://vdse.bdstatic.com//acf4842a38dc1cb3f57d6c1bfba3cced.mp4
力工之王-张之栋,https://vd3.bdstatic.com/mda-pjacxb8qjiak4dnq/sc/caeh264/1697040719582165663/mda-pjacxb8qjiak4dnq.mp4
连环计-何洁,https://vd3.bdstatic.com/mda-mkadvg2me151975f/hd/caeh264nowatermark/1636625042640145241/mda-mkadvg2me151975f.mp4
恋爱倒叙-高晓攀,https://vdse.bdstatic.com//2ef6eb7a47399e7117ba636634aa80fc.mp4
恋爱倒叙2-高晓攀,https://vd3.bdstatic.com/mda-jcritrv9k7pd238s/sc/mda-jcritrv9k7pd238s.mp4
两个弄潮儿-牛群冯巩,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/caeh264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4
两肋插刀-张春丰王博李欢欢,https://vd3.bdstatic.com/mda-qaf3w9218zc1ynev/sc/caeh264/1705376008633159479/mda-qaf3w9218zc1ynev.mp4
柳岩大鹏,https://vd3.bdstatic.com/mda-pime044cshg2mn8c/sc/caeh264/1695844876307157168/mda-pime044cshg2mn8c.mp4
路通了-孙涛,https://vd3.bdstatic.com/mda-qb140bi0ub0nrbui/hd/caeh264/1707098740081698793/mda-qb140bi0ub0nrbui.mp4
吕先生与驴-艾伦,https://vd3.bdstatic.com/mda-pi69113kgiap2n2q/sc/caeh264/1694134550656732742/mda-pi69113kgiap2n2q.mp4
落跑姐妹之官服-贾玲,https://vdse.bdstatic.com//31481705b0074721aaead60cbcdca2c3.mp4
落跑姐妹之还债-贾玲,https://vd3.bdstatic.com/mda-qbkahwmpm9juxgvg/hd/caeh264/1708597419840798082/mda-qbkahwmpm9juxgvg.mp4
落跑姐妹之逃婚-贾玲,https://vd3.bdstatic.com/mda-pja4nnebagmv8m9p/sc/caeh264/1697035287694901118/mda-pja4nnebagmv8m9p.mp4
落跑兄弟-崔志佳潘斌龙,https://vd3.bdstatic.com/mda-pis9338ajuy93b0x/sc/caeh264/1695824341554935883/mda-pis9338ajuy93b0x.mp4
落叶归根-王宁艾伦常远,https://vdse.bdstatic.com//35c0454d00303caa66ebb177273670cf.mp4
马路情歌-冯巩周涛,http://uptt.gcwduoduo.com/v/181110/bffe379ba1daf33e0e55dbc54b3046f6.mp4
买年货-赵本山,http://uptt.gcwduoduo.com/v/220517/42619f0a30cbc99e8a1d9fff5e3984f6.mp4
卖车-赵本山,https://vd3.bdstatic.com/mda-mie4xbgngu3xip2p/sc/caeh264nowatermark/1631681549654876236/mda-mie4xbgngu3xip2p.mp4
卖拐-赵本山,https://vd3.bdstatic.com/mda-qb3jm4pher55689k/hd/caeh264/1707830721963057885/mda-qb3jm4pher55689k.mp4
毛驴县令-潘长江朱时茂,https://vd3.bdstatic.com/mda-pjcjn1vfiv09n7yr/sc/caeh264/1697247892355492668/mda-pjcjn1vfiv09n7yr.mp4
毛县令办案-潘长江,http://uptt.gcwduoduo.com/v/190528/c0e9a77c5162d1143e596943f25bf04a.mp4
每逢佳节必催婚-张凯丽,https://vdse.bdstatic.com//995f6bb4386df7d3b6e27308a49eed72.mp4
美好时代-黄海波,https://vdse.bdstatic.com//aab365b1201de6adc3f106d7736e6714.mp4
美声无罪-崔志佳乔杉等,https://vdse.bdstatic.com//cfd2e38cdaaa84676712254f29a50642.mp4
免费电话-李金斗大兵,http://uptt.gcwduoduo.com/v/181110/5b6cc63c06e7e78104d62e8b391ceb0f.mp4
面试-郭冬临,https://vd3.bdstatic.com/mda-qcfj72dx3v2gxa26/sc/caeh264/1710711145620473372/mda-qcfj72dx3v2gxa26.mp4
面试-贾冰,https://vd3.bdstatic.com/mda-pjaiwxt5fbivqfq6/hd/caeh264/1697055308927977240/mda-pjaiwxt5fbivqfq6.mp4
面子-贾玲张小斐,https://vd3.bdstatic.com/mda-qb2jr6urxvs1xd3b/hd/caeh264/1706970861899039106/mda-qb2jr6urxvs1xd3b.mp4
民间艺术团-宋小宝,https://vd3.bdstatic.com/mda-pj8b1q98djq278ur/sc/caeh264/1696894243389056776/mda-pj8b1q98djq278ur.mp4
那一夜-文松,https://vd3.bdstatic.com/mda-pjcjn1whu5eukr38/sc/caeh264/1697247935615749110/mda-pjcjn1whu5eukr38.mp4
你爹就是俺爹-孙涛孙梅,https://vdse.bdstatic.com//1a302fc08665fae80a8a63b3ab4e7688.mp4
你摊上事了-孙涛,https://vd3.bdstatic.com/mda-qb59kbahna34t3t6/sc/caeh264/1707305290566366937/mda-qb59kbahna34t3t6.mp4
年终奖奇妙夜1-贾冰,https://vdse.bdstatic.com//93d2afc75e1dc591e7d429918e7448d4.mp4
年终奖奇妙夜2-贾冰,https://vd3.bdstatic.com/mda-kaqvwe5dpr0dy4ir/v1-cae/sc/mda-kaqvwe5dpr0dy4ir.mp4
欧突欧奇遇-高晓攀,https://vd3.bdstatic.com/mda-qec9e69b6e5rmghv/576p/h264/1715582620736924965/mda-qec9e69b6e5rmghv.mp4
碰瓷-宋小宝,https://vd3.bdstatic.com/mda-qbn96748cg0hk8i7/hd/caeh264/1708765796844317358/mda-qbn96748cg0hk8i7.mp4
偏方-程野,https://vd3.bdstatic.com/mda-qc8846b0j6quw1j4/hd/caeh264/1710082500113348522/mda-qc8846b0j6quw1j4.mp4
拼助理-乔杉修睿,https://vd3.bdstatic.com/mda-piq301jzbac9xan9/sc/caeh264/1695970836837375677/mda-piq301jzbac9xan9.mp4
平民英雄-乔杉修睿,https://vd3.bdstatic.com/mda-pcufqqzpc68nbxwk/576p/h264/1680088455269361121/mda-pcufqqzpc68nbxwk.mp4
钱因后果-宋晓峰文松,https://vd3.bdstatic.com/mda-phwegde927k5egme/sc/caeh264/1693521997540301278/mda-phwegde927k5egme.mp4
强迫症-开心麻花,https://vd3.bdstatic.com/mda-pigkr74bppx2kt5j/sc/caeh264/1695920310384755203/mda-pigkr74bppx2kt5j.mp4
巧立名目-牛群冯巩,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4
巧审驸马爷-宋小宝,https://vd3.bdstatic.com/mda-pjckm4x4piakw250/sc/caeh264/1697251590447128410/mda-pjckm4x4piakw250.mp4
取钱-郭冬临,https://vdse.bdstatic.com//68b2ac3e7a50177c924737f02f82ae9d.mp4
确认过眼神-张小斐,https://vd3.bdstatic.com/mda-pfubseq77a6d4gze/sc/caeh264/1688314591491534932/mda-pfubseq77a6d4gze.mp4
扰民了你-蔡明潘长江,https://vd3.bdstatic.com/mda-phhd46zjea5p28uw/sc/caeh264/1692368496586831604/mda-phhd46zjea5p28uw.mp4
如此包装-赵丽蓉巩汉林,https://vd3.bdstatic.com/mda-qef3dtijynr7y4dy/576p/h264/1715826599757922125/mda-qef3dtijynr7y4dy.mp4
歃血为盟-张春丰王博李欢欢,https://vdse.bdstatic.com//1703e7d0aa1667d85611857e7ec6b4b2.mp4
山匪拜寿-程野,http://uptt.gcwduoduo.com/v/220720/9848882b72698aeaa85b48eb9cf0aaaa.mp4
上海滩-小沈阳文松,https://vd3.bdstatic.com/mda-qa4hx55bq5sse2eu/sc/caeh264/1704523210910555327/mda-qa4hx55bq5sse2eu.mp4
审舅舅-张春丰王博李欢欢,https://vd3.bdstatic.com/mda-qdi50kfkc0vbcuvc/576p/h264/1713497999327065382/mda-qdi50kfkc0vbcuvc.mp4
谁是杨贵妃-贾玲,https://vd3.bdstatic.com/mda-pihktv2y24m797f7/720p/h264/1695048688136473822/mda-pihktv2y24m797f7.mp4
谁替我证明-潘长江巩汉林,https://vd3.bdstatic.com/mda-qcfjtvxfg3kbj6av/sc/caeh264/1710714577913757355/mda-qcfjtvxfg3kbj6av.mp4
史上第一大劫案,https://vd3.bdstatic.com/mda-qg49mdcyv7unh4ar/sc/caeh264/1720163177793508116/mda-qg49mdcyv7unh4ar.mp4
诗和远方-宋晓峰,https://vd3.bdstatic.com/mda-pime043vs9ggt0bz/sc/caeh264/1695754038833020347/mda-pime043vs9ggt0bz.mp4
摔杯为号-刘晓光田娃,https://vdse.bdstatic.com//d918ce33db1b74d3ed1d7f7da55a16bb.mp4
双簧-大兵赵卫国,https://vdse.bdstatic.com//f6f2c0e50d5f220d159cc5c830536784.mp4
私房钱-宋小宝,https://vd3.bdstatic.com/mda-pjacxaz444td6p7a/sc/caeh264/1697040832130380980/mda-pjacxaz444td6p7a.mp4
撕吧吧兄弟-乔杉修睿,https://vd3.bdstatic.com/mda-pjckm0z8ud5zcyih/sc/caeh264/1697250611928956100/mda-pjckm0z8ud5zcyih.mp4
四大才子-小沈阳宋晓峰,https://vd3.bdstatic.com/mda-qaaj18btgwg9kqze/hd/caeh264/1705037229289415769/mda-qaaj18btgwg9kqze.mp4
四十而已-贾冰,https://vd3.bdstatic.com/mda-pita2jxkda6sxbgv/sc/caeh264/1696247063217037785/mda-pita2jxkda6sxbgv.mp4
送礼-蔡明郭达,http://uptt.gcwduoduo.com/v/181110/3e7da391047f125d77470feea8b2e265.mp4
送水工-赵本山,http://uptt.gcwduoduo.com/v/181110/fff6f7161025c1ae11713e683d2b9c30.mp4
送项链-郭冬临,https://vd3.bdstatic.com/mda-pmuax992ii5g9s9g/hd/caeh264/1703838003789552403/mda-pmuax992ii5g9s9g.mp4
速度与激情-乔杉修睿,https://vd3.bdstatic.com/mda-pmkem86nnamb9esq/sc/caeh264/1703202502607083623/mda-pmkem86nnamb9esq.mp4
酸辣婚礼-冯巩,https://vd3.bdstatic.com/mda-mjv8c1tidph0ur06/720p/h264/1635573317974451825/mda-mjv8c1tidph0ur06.mp4
谈啥别谈钱-潘长江,https://vd3.bdstatic.com/mda-piseaw6z5m8ed92t/576p/h264/1695809366194990991/mda-piseaw6z5m8ed92t.mp4
